,opcarrier,origin,dest,origin_lat,origin_lng,dest_lat,dest_lng
361,AA,MCO,DCA,28.42888889,-81.31602778,38.85208333,-77.03772222
362,AS,LAX,SFO,33.94253611,-118.4080744,37.61900194,-122.3748433
363,DL,ATL,JFK,33.64044444,-84.42694444,40.63975111,-73.77892556
364,AS,SEA,BOS,47.44898194,-122.3093131,42.3643475,-71.00517917
365,UA,DEN,TPA,39.85840806,-104.6670019,27.97547222,-82.53325
366,UA,ORD,IAH,41.979595,-87.90446417,29.98047222,-95.33972222
367,DL,FLL,MSP,26.07258333,-80.15275,44.88054694,-93.2169225
368,AA,JFK,LAX,40.63975111,-73.77892556,33.94253611,-118.4080744
369,AS,SEA,IAD,47.44898194,-122.3093131,38.94453194,-77.45580972
370,AA,BOS,JFK,42.3643475,-71.00517917,40.63975111,-73.77892556
371,B6,DCA,FLL,38.85208333,-77.03772222,26.07258333,-80.15275
372,UA,ORD,MCO,41.979595,-87.90446417,28.42888889,-81.31602778
373,AA,MIA,LAX,25.79325,-80.29055556,33.94253611,-118.4080744
374,UA,IAD,SAN,38.94453194,-77.45580972,32.73355611,-117.1896567
375,AA,ORD,ATL,41.979595,-87.90446417,33.64044444,-84.42694444
376,AA,ATL,DFW,33.64044444,-84.42694444,32.89595056,-97.0372
377,DL,MSP,MIA,44.88054694,-93.2169225,25.79325,-80.29055556
378,OO,PHX,IAH,33.43416667,-112.0080556,29.98047222,-95.33972222
379,UA,LAX,BWI,33.94253611,-118.4080744,39.17540167,-76.66819833
380,AA,JFK,SFO,40.63975111,-73.77892556,37.61900194,-122.3748433
381,UA,SFO,MCO,37.61900194,-122.3748433,28.42888889,-81.31602778
382,UA,SFO,SAN,37.61900194,-122.3748433,32.73355611,-117.1896567
383,B6,JFK,SLC,40.63975111,-73.77892556,40.78838778,-111.9777731
384,AS,PDX,PHL,45.58872222,-122.5975,39.87195278,-75.24114083
385,B6,SFO,BOS,37.61900194,-122.3748433,42.3643475,-71.00517917
386,AA,ORD,MSP,41.979595,-87.90446417,44.88054694,-93.2169225
387,AA,PHL,SFO,39.87195278,-75.24114083,37.61900194,-122.3748433
388,AA,PHX,MIA,33.43416667,-112.0080556,25.79325,-80.29055556
389,OO,DTW,PHL,42.21205889,-83.34883583,39.87195278,-75.24114083
390,DL,SLC,PHL,40.78838778,-111.9777731,39.87195278,-75.24114083
391,DL,ATL,LAS,33.64044444,-84.42694444,36.08036111,-115.1523333
392,DL,TPA,SLC,27.97547222,-82.53325,40.78838778,-111.9777731
393,WN,MDW,PHX,41.7859825,-87.75242444,33.43416667,-112.0080556
394,UA,IAH,MCO,29.98047222,-95.33972222,28.42888889,-81.31602778
395,UA,DEN,PHL,39.85840806,-104.6670019,39.87195278,-75.24114083
396,UA,ORD,PHX,41.979595,-87.90446417,33.43416667,-112.0080556
397,AS,SEA,DAL,47.44898194,-122.3093131,32.84711389,-96.85177222
398,DL,MSP,DFW,44.88054694,-93.2169225,32.89595056,-97.0372
399,UA,DCA,SFO,38.85208333,-77.03772222,37.61900194,-122.3748433
400,UA,ORD,IAD,41.979595,-87.90446417,38.94453194,-77.45580972
401,DL,MDW,ATL,41.7859825,-87.75242444,33.64044444,-84.42694444
402,DL,SEA,SAN,47.44898194,-122.3093131,32.73355611,-117.1896567
403,AS,SEA,MCO,47.44898194,-122.3093131,28.42888889,-81.31602778
404,AA,MIA,BOS,25.79325,-80.29055556,42.3643475,-71.00517917
405,WN,MDW,DEN,41.7859825,-87.75242444,39.85840806,-104.6670019
406,AA,PHX,IAH,33.43416667,-112.0080556,29.98047222,-95.33972222
407,DL,IAH,LGA,29.98047222,-95.33972222,40.77724306,-73.87260917
408,DL,DTW,CLT,42.21205889,-83.34883583,35.21401111,-80.94312583
409,UA,DEN,SAN,39.85840806,-104.6670019,32.73355611,-117.1896567
410,AS,PDX,BWI,45.58872222,-122.5975,39.17540167,-76.66819833
411,WN,MDW,BWI,41.7859825,-87.75242444,39.17540167,-76.66819833
412,UA,LAS,ORD,36.08036111,-115.1523333,41.979595,-87.90446417
413,OO,ATL,ORD,33.64044444,-84.42694444,41.979595,-87.90446417
414,UA,IAD,EWR,38.94453194,-77.45580972,40.69249722,-74.16866056
415,AS,LAS,PDX,36.08036111,-115.1523333,45.58872222,-122.5975
416,DL,PHX,SEA,33.43416667,-112.0080556,47.44898194,-122.3093131
417,WN,SFO,LAX,37.61900194,-122.3748433,33.94253611,-118.4080744
418,AA,PDX,PHL,45.58872222,-122.5975,39.87195278,-75.24114083
419,UA,IAD,DFW,38.94453194,-77.45580972,32.89595056,-97.0372
420,AS,EWR,SEA,40.69249722,-74.16866056,47.44898194,-122.3093131
421,DL,BOS,LGA,42.3643475,-71.00517917,40.77724306,-73.87260917
422,UA,DFW,IAH,32.89595056,-97.0372,29.98047222,-95.33972222
423,AA,SEA,PHL,47.44898194,-122.3093131,39.87195278,-75.24114083
424,OO,MSP,DFW,44.88054694,-93.2169225,32.89595056,-97.0372
425,AS,TPA,SEA,27.97547222,-82.53325,47.44898194,-122.3093131
426,UA,DFW,SFO,32.89595056,-97.0372,37.61900194,-122.3748433
427,AS,PDX,ORD,45.58872222,-122.5975,41.979595,-87.90446417
428,DL,MIA,DTW,25.79325,-80.29055556,42.21205889,-83.34883583
429,OO,LAS,LAX,36.08036111,-115.1523333,33.94253611,-118.4080744
430,DL,MCO,LGA,28.42888889,-81.31602778,40.77724306,-73.87260917
431,AA,MIA,ORD,25.79325,-80.29055556,41.979595,-87.90446417
432,DL,LAX,SAN,33.94253611,-118.4080744,32.73355611,-117.1896567
433,UA,SAN,LAX,32.73355611,-117.1896567,33.94253611,-118.4080744
434,DL,DEN,DTW,39.85840806,-104.6670019,42.21205889,-83.34883583
435,AA,MCO,PHX,28.42888889,-81.31602778,33.43416667,-112.0080556
436,UA,DEN,IAD,39.85840806,-104.6670019,38.94453194,-77.45580972
437,OO,LAX,PHX,33.94253611,-118.4080744,33.43416667,-112.0080556
438,WN,LAS,SFO,36.08036111,-115.1523333,37.61900194,-122.3748433
439,B6,FLL,ORD,26.07258333,-80.15275,41.979595,-87.90446417
440,B6,JFK,BOS,40.63975111,-73.77892556,42.3643475,-71.00517917
441,AA,ATL,DCA,33.64044444,-84.42694444,38.85208333,-77.03772222
442,OO,ORD,DCA,41.979595,-87.90446417,38.85208333,-77.03772222
443,AA,ORD,BOS,41.979595,-87.90446417,42.3643475,-71.00517917
444,AA,ORD,JFK,41.979595,-87.90446417,40.63975111,-73.77892556
445,DL,DEN,LGA,39.85840806,-104.6670019,40.77724306,-73.87260917
446,MQ,IAH,ORD,29.98047222,-95.33972222,41.979595,-87.90446417
447,AS,PDX,BOS,45.58872222,-122.5975,42.3643475,-71.00517917
448,UA,PHX,LAX,33.43416667,-112.0080556,33.94253611,-118.4080744
449,WN,MDW,BOS,41.7859825,-87.75242444,42.3643475,-71.00517917
450,AA,MIA,BWI,25.79325,-80.29055556,39.17540167,-76.66819833
451,AS,PDX,DFW,45.58872222,-122.5975,32.89595056,-97.0372
452,AA,MIA,DEN,25.79325,-80.29055556,39.85840806,-104.6670019
453,WN,DEN,PHX,39.85840806,-104.6670019,33.43416667,-112.0080556
454,AA,CLT,PDX,35.21401111,-80.94312583,45.58872222,-122.5975
455,DL,BOS,TPA,42.3643475,-71.00517917,27.97547222,-82.53325
456,AS,SEA,PHL,47.44898194,-122.3093131,39.87195278,-75.24114083
457,UA,LAX,MCO,33.94253611,-118.4080744,28.42888889,-81.31602778
458,UA,SFO,TPA,37.61900194,-122.3748433,27.97547222,-82.53325
459,WN,ATL,LAX,33.64044444,-84.42694444,33.94253611,-118.4080744
460,WN,PHX,TPA,33.43416667,-112.0080556,27.97547222,-82.53325
461,AS,SAN,MCO,32.73355611,-117.1896567,28.42888889,-81.31602778
462,OO,DTW,IAH,42.21205889,-83.34883583,29.98047222,-95.33972222
463,UA,ORD,SLC,41.979595,-87.90446417,40.78838778,-111.9777731
464,AA,PHL,ATL,39.87195278,-75.24114083,33.64044444,-84.42694444
465,WN,MDW,CLT,41.7859825,-87.75242444,35.21401111,-80.94312583
466,WN,MCO,SFO,28.42888889,-81.31602778,37.61900194,-122.3748433
467,AA,LAX,IAD,33.94253611,-118.4080744,38.94453194,-77.45580972
468,AA,PHX,DTW,33.43416667,-112.0080556,42.21205889,-83.34883583
469,AS,PDX,JFK,45.58872222,-122.5975,40.63975111,-73.77892556
470,UA,EWR,SLC,40.69249722,-74.16866056,40.78838778,-111.9777731
471,WN,MDW,SFO,41.7859825,-87.75242444,37.61900194,-122.3748433
472,AA,ORD,TPA,41.979595,-87.90446417,27.97547222,-82.53325
473,WN,PHX,DCA,33.43416667,-112.0080556,38.85208333,-77.03772222
474,DL,LAS,JFK,36.08036111,-115.1523333,40.63975111,-73.77892556
475,OO,ORD,LGA,41.979595,-87.90446417,40.77724306,-73.87260917
476,UA,DTW,SFO,42.21205889,-83.34883583,37.61900194,-122.3748433
477,UA,MIA,EWR,25.79325,-80.29055556,40.69249722,-74.16866056
478,UA,IAD,MCO,38.94453194,-77.45580972,28.42888889,-81.31602778
479,AA,LAX,IAH,33.94253611,-118.4080744,29.98047222,-95.33972222
480,AA,IAH,ORD,29.98047222,-95.33972222,41.979595,-87.90446417
481,DL,TPA,LAX,27.97547222,-82.53325,33.94253611,-118.4080744
482,OO,ORD,CLT,41.979595,-87.90446417,35.21401111,-80.94312583
483,OO,SEA,PDX,47.44898194,-122.3093131,45.58872222,-122.5975
484,WN,ATL,DEN,33.64044444,-84.42694444,39.85840806,-104.6670019
485,UA,TPA,IAD,27.97547222,-82.53325,38.94453194,-77.45580972
486,AS,DFW,IAH,32.89595056,-97.0372,29.98047222,-95.33972222
487,OO,CLT,IAH,35.21401111,-80.94312583,29.98047222,-95.33972222
488,OO,PDX,DAL,45.58872222,-122.5975,32.84711389,-96.85177222
489,UA,BOS,LAX,42.3643475,-71.00517917,33.94253611,-118.4080744
490,UA,IAH,PHL,29.98047222,-95.33972222,39.87195278,-75.24114083
491,AA,LGA,DCA,40.77724306,-73.87260917,38.85208333,-77.03772222
492,AA,FLL,PHL,26.07258333,-80.15275,39.87195278,-75.24114083
493,WN,MDW,MSP,41.7859825,-87.75242444,44.88054694,-93.2169225
494,WN,DEN,SLC,39.85840806,-104.6670019,40.78838778,-111.9777731
495,AA,DEN,ORD,39.85840806,-104.6670019,41.979595,-87.90446417
496,WN,BWI,TPA,39.17540167,-76.66819833,27.97547222,-82.53325
497,UA,IAD,BOS,38.94453194,-77.45580972,42.3643475,-71.00517917
498,WN,LAS,MCO,36.08036111,-115.1523333,28.42888889,-81.31602778
499,WN,BWI,PHX,39.17540167,-76.66819833,33.43416667,-112.0080556
500,AS,BOS,LAX,42.3643475,-71.00517917,33.94253611,-118.4080744
501,WN,SAN,PHX,32.73355611,-117.1896567,33.43416667,-112.0080556
502,WN,DEN,IAD,39.85840806,-104.6670019,38.94453194,-77.45580972
503,AA,DCA,LAS,38.85208333,-77.03772222,36.08036111,-115.1523333
504,UA,EWR,SAN,40.69249722,-74.16866056,32.73355611,-117.1896567
505,UA,DEN,DTW,39.85840806,-104.6670019,42.21205889,-83.34883583
506,WN,DEN,BOS,39.85840806,-104.6670019,42.3643475,-71.00517917
507,AS,LAX,FLL,33.94253611,-118.4080744,26.07258333,-80.15275
508,WN,MDW,LAX,41.7859825,-87.75242444,33.94253611,-118.4080744
509,AA,SAN,JFK,32.73355611,-117.1896567,40.63975111,-73.77892556
510,B6,BOS,DCA,42.3643475,-71.00517917,38.85208333,-77.03772222
511,DL,LGA,TPA,40.77724306,-73.87260917,27.97547222,-82.53325
512,B6,PDX,JFK,45.58872222,-122.5975,40.63975111,-73.77892556
513,OO,LAX,DAL,33.94253611,-118.4080744,32.84711389,-96.85177222
514,WN,LAS,DAL,36.08036111,-115.1523333,32.84711389,-96.85177222
515,WN,DEN,LGA,39.85840806,-104.6670019,40.77724306,-73.87260917
516,WN,DAL,SAN,32.84711389,-96.85177222,32.73355611,-117.1896567
517,UA,IAH,CLT,29.98047222,-95.33972222,35.21401111,-80.94312583
518,WN,DEN,MSP,39.85840806,-104.6670019,44.88054694,-93.2169225
519,WN,ATL,PHX,33.64044444,-84.42694444,33.43416667,-112.0080556
520,WN,DEN,LAS,39.85840806,-104.6670019,36.08036111,-115.1523333
521,AA,MIA,DCA,25.79325,-80.29055556,38.85208333,-77.03772222
522,AS,LAX,DCA,33.94253611,-118.4080744,38.85208333,-77.03772222
523,AS,SFO,PDX,37.61900194,-122.3748433,45.58872222,-122.5975
524,AA,CLT,IAD,35.21401111,-80.94312583,38.94453194,-77.45580972
525,DL,MCO,BOS,28.42888889,-81.31602778,42.3643475,-71.00517917
526,UA,SFO,BWI,37.61900194,-122.3748433,39.17540167,-76.66819833
527,B6,BOS,MCO,42.3643475,-71.00517917,28.42888889,-81.31602778
528,WN,DEN,SAN,39.85840806,-104.6670019,32.73355611,-117.1896567
529,B6,FLL,EWR,26.07258333,-80.15275,40.69249722,-74.16866056
530,WN,ATL,LAS,33.64044444,-84.42694444,36.08036111,-115.1523333
531,AS,SFO,JFK,37.61900194,-122.3748433,40.63975111,-73.77892556
532,AA,FLL,ORD,26.07258333,-80.15275,41.979595,-87.90446417
533,WN,ATL,DCA,33.64044444,-84.42694444,38.85208333,-77.03772222
534,WN,FLL,MDW,26.07258333,-80.15275,41.7859825,-87.75242444
535,OO,DFW,SFO,32.89595056,-97.0372,37.61900194,-122.3748433
536,AS,SFO,BOS,37.61900194,-122.3748433,42.3643475,-71.00517917
537,WN,BWI,CLT,39.17540167,-76.66819833,35.21401111,-80.94312583
538,AA,MIA,IAH,25.79325,-80.29055556,29.98047222,-95.33972222
539,WN,BWI,LAS,39.17540167,-76.66819833,36.08036111,-115.1523333
540,WN,MDW,SEA,41.7859825,-87.75242444,47.44898194,-122.3093131
541,AS,SAN,BOS,32.73355611,-117.1896567,42.3643475,-71.00517917
542,B6,JFK,ORD,40.63975111,-73.77892556,41.979595,-87.90446417
543,WN,DAL,PHX,32.84711389,-96.85177222,33.43416667,-112.0080556
544,AA,PHL,MSP,39.87195278,-75.24114083,44.88054694,-93.2169225
545,WN,LAX,DAL,33.94253611,-118.4080744,32.84711389,-96.85177222
546,AS,SFO,PHL,37.61900194,-122.3748433,39.87195278,-75.24114083
547,WN,DAL,DCA,32.84711389,-96.85177222,38.85208333,-77.03772222
548,UA,ORD,MIA,41.979595,-87.90446417,25.79325,-80.29055556
549,AS,LAX,IAD,33.94253611,-118.4080744,38.94453194,-77.45580972
550,MQ,ORD,BWI,41.979595,-87.90446417,39.17540167,-76.66819833
551,DL,LGA,DFW,40.77724306,-73.87260917,32.89595056,-97.0372
552,AS,PDX,MCO,45.58872222,-122.5975,28.42888889,-81.31602778
553,DL,CLT,JFK,35.21401111,-80.94312583,40.63975111,-73.77892556
554,WN,MDW,DAL,41.7859825,-87.75242444,32.84711389,-96.85177222
555,WN,LAS,TPA,36.08036111,-115.1523333,27.97547222,-82.53325
556,AA,LAS,JFK,36.08036111,-115.1523333,40.63975111,-73.77892556
557,AA,ATL,MIA,33.64044444,-84.42694444,25.79325,-80.29055556
558,AS,PDX,MSP,45.58872222,-122.5975,44.88054694,-93.2169225
559,UA,EWR,DFW,40.69249722,-74.16866056,32.89595056,-97.0372
560,AA,IAH,PHL,29.98047222,-95.33972222,39.87195278,-75.24114083
561,EV,EWR,DCA,40.69249722,-74.16866056,38.85208333,-77.03772222
562,AA,PHL,MCO,39.87195278,-75.24114083,28.42888889,-81.31602778
563,WN,DEN,LAX,39.85840806,-104.6670019,33.94253611,-118.4080744
564,DL,BOS,FLL,42.3643475,-71.00517917,26.07258333,-80.15275
565,UA,LAS,IAH,36.08036111,-115.1523333,29.98047222,-95.33972222
566,UA,EWR,PHX,40.69249722,-74.16866056,33.43416667,-112.0080556
567,AA,CLT,DTW,35.21401111,-80.94312583,42.21205889,-83.34883583
568,WN,LAS,FLL,36.08036111,-115.1523333,26.07258333,-80.15275
569,WN,BOS,DAL,42.3643475,-71.00517917,32.84711389,-96.85177222
570,AS,SFO,ORD,37.61900194,-122.3748433,41.979595,-87.90446417
571,WN,FLL,PHL,26.07258333,-80.15275,39.87195278,-75.24114083
572,UA,DEN,ATL,39.85840806,-104.6670019,33.64044444,-84.42694444
573,OO,SFO,PHX,37.61900194,-122.3748433,33.43416667,-112.0080556
574,OO,DEN,DFW,39.85840806,-104.6670019,32.89595056,-97.0372
